,0
0,-9519.27853286569
1,4997.941392999841
2,-308.47658899985254
3,29.191446000011638
4,6522.726535999915
5,1110.3086069999263
6,4486.470670000184
7,-425.03514300007373
8,-2914.4824020001106
9,3499.0351430000737
10,-1535.4472590000369
11,-1680.5761519998778
12,-3545.7207230001222
13,5313.767598000122
14,5171.744133999804
15,4533.673795000184
16,-1155.2171913930215
17,2065.849023008952
18,3858.4413930000737
19,2772.9765360001475
20,522.546875
21,3535.6797139998525
22,1357.296875
23,-1753.2441340000369
24,-1941.953125
25,-10848.541009000037
26,758.458991000196
27,7175.703125
28,279.8026880000252
29,1371.5820709997788
30,-14529.349615999963
31,-4039.697259000037
32,1549.7324020001106
33,10395.453125
34,-4653.441393000074
35,-1520.5410090000369
36,1604.2851430000737
37,-279.28514300007373
38,3019.34375
39,1434.208991000196
40,2950.5058130000252
41,2091.4297139998525
42,-12415.25
43,2879.494134000037
44,-1211.6503840000369
45,689.5175980001222
46,13757.744133999804
47,3258.9824020001106
48,2083.9765890000854
49,2400.941392999841
50,3437.546875
51,3339.5175450001843
52,2090.912115999963
53,2214.8203389998525
54,-2828.046875
55,-510.953125
56,-2835.5
57,-623.7851429998409
58,2988.703125
59,2145.878892999841
60,1266.203125
61,8083.017545000184
