,0
0,2147.48740240233
1,-2272.1679289999884
2,3419.1210539999884
3,-4050.255865999963
4,-1688.1327860001475
5,5233.75
6,-3353.802740999963
7,-279.28514300007373
8,-3124.9297139998525
9,-1168.5878840000369
10,-3832.9765359999146
11,5027.029276999878
12,-1452.2207229998894
13,5981.650436999975
14,8257.337883999804
15,1717.2206700001843
16,-377.9355270001106
17,-6500.3672139998525
18,-5673.173795000184
19,1423.0292770001106
20,-319.55274099996313
21,9887.191446000012
22,-1009.1738480001222
23,2007.0644730001222
24,-1905.308607000159
25,6257.208990999963
26,5139.34375
27,7567.923795000184
28,4889.25
29,5694.808606999926
30,419.23826800007373
31,226.90625
32,6304.308606999926
33,1727.7792770001106
34,1840.1973119999748
35,606.291008999804
36,831.0234110001475
37,-1335.5586069999263
38,16075.458990999963
39,-5966.744134000037
40,145.2324550000485
41,-2722.667982000159
42,-1567.7441340000369
43,-3658.552740999963
44,130.3261520001106
45,2373.9238479998894
46,-1139.5
47,-2337.900384000037
48,5974.714804000221
49,-824.0878840000369
50,-1056.3769200001843
51,-464.2675979998894
52,-12606.02927700011
53,-355.5762049998157
54,-250.19725900003687
55,-3172.546875
56,-2424.2324020001106
57,7977.535143000074
58,-2235.5234109999146
59,3666.0058130000252
60,-3459.2851430000737
61,-689.5175449999515
