,0
0,1054615.7720903466
1,1052832.2720903466
2,1051513.4517343468
3,1066063.2954843468
4,1070714.2838163467
5,1077717.2173883468
6,1079135.2720903466
7,1086924.1509603467
8,1087512.3072103467
9,1088469.3072103467
10,1089974.9283403466
11,1092064.0611383468
12,1087551.7291143467
13,1090661.6392343468
14,1086149.8736383468
15,1085029.8619123467
16,1084938.2173883468
17,1084020.6392343468
18,1082622.2954843468
19,1081013.9283403466
20,1075750.9947103467
21,1078142.3619123467
22,1077971.3072103467
23,1089077.0611383468
24,1088251.1275663467
25,1088469.3072103467
26,1086300.6509603467
27,1093136.4947103467
28,1090987.6626863466
29,1094443.3072103467
30,1089569.4947103467
31,1090840.8501863466
32,1092218.9166143467
33,1089601.4400663467
34,1088258.7173883468
35,1089295.8072103467
36,1085478.2291143467
37,1083560.1509603467
38,1080485.5845903466
39,1086725.7954843468
40,1083901.8072103467
41,1080803.4517343468
42,1081871.8072103467
43,1086086.0963163467
44,1088763.2720903466
45,1088068.5181623467
46,1085387.1509603467
47,1062508.4166143467
48,1076406.4400663467
49,1061423.8619123467
50,1059568.9947103467
51,1069876.2291143467
52,1064732.8072103467
53,1064522.2173883468
54,1065090.0963163467
55,1074586.9166143467
56,1080315.0963163467
57,1072716.4166143467
58,1063052.5064363466
59,1070793.8072103467
60,1077228.2954843468
61,1065872.4166143467
62,1075425.0845903466
