,0
0,-5493.674699276919
1,5966.744134000153
2,-664.0527410000795
3,-1484.5175980000058
4,4693.087936999975
5,-10620.082070999895
6,823.5703389998525
7,-2398.767598000006
8,2090.3945180000737
9,-2754.9648039999884
10,4003.5702859999146
11,2156.0234640000854
12,-2134.2851960000116
13,-881.8495630000252
14,4097.873027000111
15,-2849.267598000006
16,1593.2089909998467
17,-1571.4706699999515
18,-449.9824550000485
19,-994.7851429998409
20,-5581.976589000085
21,-4105.326151999994
22,-1535.4472589999205
23,-2246.703125
24,19679.976535999915
25,3876.453125
26,13618.308606999926
27,11564.144518000074
28,2108.3027410000795
29,1114.5527409998467
30,2881.667982000159
31,-2910.7558660000795
32,1891.023463999969
33,-1902.203125
34,4704.2675449999515
35,3560.5234640000854
36,3143.458990999963
37,3654.929661000031
38,-2874.732401999994
39,1256.0585539999884
40,104.96485699992627
41,3622.5293300000485
42,-1140.0175979998894
43,2428.4765359999146
44,1883.5703390000854
45,15785.511731999926
46,3455.1445180000737
47,7528.070285999915
48,2097.7441870002076
49,6083.40625
50,-6290.126973000355
51,3164.6796610001475
52,-467.99413400003687
53,2101.4707229998894
54,4852.605481999926
55,-1730.8847589995712
56,-1223.2441870002076
57,791.2734639998525
58,595.1113480003551
59,-5902.046875
60,-736.7207230003551
61,-3030.5234639998525
