,0
0,-5506.253866000101
1,7424.867176000029
2,9743.285162000684
3,-6124.019560000626
4,3830.9375
5,1500.4804860001896
6,4165.335925999563
7,12301.316412000218
8,2321.1132640000433
9,-6994.785116000101
10,-449.39847199991345
11,-1204.2656020000577
12,-7836.53125
13,-20880.765647999942
14,8604.246088000014
15,533.5820599999279
16,5749.55076399981
17,-27756.867175999563
18,6613.9375
19,18759.734351999825
20,22228.0625
21,4090.3164119999856
22,-12753.949189999374
23,8018.285161999287
24,-1346.7337343979161
25,0.0
26,0.0
27,0.0
28,0.0
29,3983.9521091626957
30,-5890.246088000247
31,-10468.234397999942
32,-47454.03125
33,-40454.30467600003
34,-5693.398426000029
35,-54783.66407399997
36,-16434.9375
37,59522.20314799994
38,-36151.86722199991
39,53978.66407399997
40,-44600.683588000014
41,-11799.0
42,-92632.94923599996
43,-1097.1468984261155
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,69181.7666913881
56,-47600.3125
57,35916.4609439997
58,-1161.0289843881037
59,0.0
60,0.0
61,0.0
