,0
0,4887.271514999913
1,15685.359375
2,7010.445288000163
3,-10741.335913000163
4,10997.628894000081
5,4631.457019000081
6,2202.5117309999187
7,2721.03125
8,3890.52346200007
9,-6604.66408700007
10,-312.6620910000056
11,-677.6738219999243
12,9684.869109999854
13,8435.847644000081
14,5535.5644960000645
15,-3724.4785339999944
16,-7067.2929810001515
17,3159.206931459252
18,-836.4684161003679
19,0.0
20,0.0
21,692.7144661783241
22,6209.792932000011
23,-1255.8165976440068
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,1854.205106803216
33,-4345.7832460000645
34,-1260.94638084108
35,0.0
36,0.0
37,-560.1952619997319
38,2906.4375359998085
39,-1253.9793750240933
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
