,0
0,4523.999999999884
1,-1318.8203559997492
2,14549.84375
3,4650.988331999863
4,7002.933572000125
5,1418.0547019997612
6,7788.878870000131
7,588.15625
8,957.0
9,1505.6211299998686
10,2089.132798000239
11,-4512.332024000119
12,3109.9101200001314
13,-4511.765596000012
14,-1120.0117260001134
15,-91.64452399988659
16,-917.578153999988
17,-1398.34375
18,-1608.3671440002508
19,-5262.933629999869
20,2391.367201999994
21,-171.054701999994
22,11105.753928000107
23,-825.9335720001254
24,218.17964400001802
25,-2168.65625
26,6835.84375
27,-2148.8320240001194
28,3455.6445240001194
29,-4873.8125
30,1271.3554759998806
31,1378.0664280001074
32,-2617.476548000006
33,-1342.7226779998746
34,1037.0898219998926
35,-3817.578096000012
36,-1918.078153999988
37,-3074.5663700001314
38,6240.210894000251
39,-2823.9882740001194
40,-3098.3554759998806
41,1068.3554759998806
42,4214.289105999982
43,2677.1757739998866
44,-694.7539279998746
45,-2681.367201999994
46,-22878.734346000012
47,13898.023451999994
48,-14982.578153999988
49,-1854.867201999994
50,10307.234403999988
51,-5143.421903999988
52,-210.5898219998926
53,567.8789279998746
54,9496.820298000006
55,5728.179701999994
56,-7598.679701999994
57,-9663.910178000107
58,7741.300774000119
59,6434.488274000119
60,-11355.878870000131
61,9552.66797599988
